time_slot,n_visible,ids,x_m,y_m,range_m,angle_deg,blockage_xmin,blockage_xmax,n_blockage_cells,dt_s
353,1,101,0.500,3.000,"3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
354,1,101,0.500,3.000,"3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
355,1,101,0.500,3.000,"3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
356,1,101,0.500,3.000,"3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
357,1,101,0.500,3.000,"3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
358,1,101,0.500,3.000,"3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
359,1,101,0.500,3.000,"3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
360,1,101,0.500,3.000,"3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
361,1,101,0.500,3.000,"3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
362,1,101,0.500,3.000,"3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
363,1,101,0.500,3.000,"3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
364,1,101,0.500,3.000,"3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
365,1,101,0.500,3.000,"3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
366,1,101,0.500,3.000,"3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
367,1,101,0.500,3.000,"3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
368,1,101,0.500,3.000,"3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
369,1,101,0.500,3.000,"3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
370,1,101,0.500,3.000,"3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
371,1,101,0.500,3.000,"3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
372,1,101,0.500,3.000,"3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
373,2,"2,101","3.460,0.500","7.500,3.000","8.260,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","24.77,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
374,2,"2,101","3.480,0.500","7.500,3.000","8.268,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","24.89,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
375,2,"2,101","3.500,0.500","7.500,3.000","8.276,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","25.02,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
376,2,"2,101","3.520,0.500","7.500,3.000","8.285,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","25.14,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
377,2,"2,101","3.540,0.500","7.500,3.000","8.293,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","25.27,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
378,2,"2,101","3.560,0.500","7.500,3.000","8.302,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","25.39,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
379,2,"2,101","3.580,0.500","7.500,3.000","8.311,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","25.52,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
380,2,"2,101","3.600,0.500","7.500,3.000","8.319,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","25.64,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
381,2,"2,101","3.620,0.500","7.500,3.000","8.328,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","25.77,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
382,2,"2,101","3.640,0.500","7.500,3.000","8.337,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","25.89,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
383,2,"2,101","3.660,0.500","7.500,3.000","8.345,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","26.01,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
384,2,"2,101","3.680,0.500","7.500,3.000","8.354,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","26.14,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
385,2,"2,101","3.700,0.500","7.500,3.000","8.363,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","26.26,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
386,2,"2,101","3.720,0.500","7.500,3.000","8.372,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","26.38,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
387,2,"2,101","3.740,0.500","7.500,3.000","8.381,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","26.50,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
388,2,"2,101","3.760,0.500","7.500,3.000","8.390,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","26.63,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
389,2,"2,101","3.780,0.500","7.500,3.000","8.399,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","26.75,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
390,2,"2,101","3.800,0.500","7.500,3.000","8.408,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","26.87,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
391,2,"2,101","3.820,0.500","7.500,3.000","8.417,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","26.99,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
392,2,"2,101","3.840,0.500","7.500,3.000","8.426,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","27.11,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
393,2,"2,101","3.860,0.500","7.500,3.000","8.435,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","27.23,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
394,2,"2,101","3.880,0.500","7.500,3.000","8.444,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","27.35,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
395,2,"2,101","3.900,0.500","7.500,3.000","8.453,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","27.47,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
396,2,"2,101","3.920,0.500","7.500,3.000","8.463,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","27.59,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
397,2,"2,101","3.940,0.500","7.500,3.000","8.472,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","27.71,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
398,2,"2,101","3.960,0.500","7.500,3.000","8.481,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","27.83,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
399,2,"2,101","3.980,0.500","7.500,3.000","8.491,3.041,5.283,5.313,5.345,5.378,5.413,5.450,5.489,5.529","27.95,9.46,17.06,18.09,19.11,20.12,21.11,22.09,23.06,24.02",1.5,2.3,8,0.1
